config_idx,token,model_dim,inter_dim,expert,topk,act_type,q_type,dtype,q_dtype_a,q_dtype_w,use_g1u1,doweight_stage1,approach,block_m,stage1_kernel_name,stage1_kernel_type,stage1_time_us,quant_time_us,stage2_kernel_name,stage2_kernel_type,stage2_time_us,total_time_us,theoretical_time_us,slowdown_factor
311,128,4096,384,128,8,ActivationType.Silu,QuantType.per_Token,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,1-stage,32,_ZN5aiter50fmoe_bf16_pertokenFp8_g1u1_vs_tkw1_silu_1tg_32x384E,asm,168.0918,0.0,,,0.0,168.0918,11.801661787348953,14.243061954223231
312,128,4096,384,128,8,ActivationType.Gelu,QuantType.per_Tensor,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,2-stage,32,_ZN5aiter48fmoe_stage1_bf16_pertokenFp8_g1u1_32x128_3tg_pf2E,asm,108.6245,32.46355555555559,moe_ck2stages_gemm2_256x32x64x128_1x4_MulABScaleExpertWeight_v1_Nswizzle0_Quant1_MulRoutedWeight1_F8_F8_B16,ck,60.9863,202.0743555555556,11.801661787348953,17.122534029247777
313,128,4096,384,128,8,ActivationType.Gelu,QuantType.per_Tensor,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,2-stage,32,_ZN5aiter57fmoe_stage1_bf16_pertokenFp8_doweight_g1u1_32x128_3tg_pf2E,asm,110.2489,33.23388888888891,moe_ck2stages_gemm2_256x32x64x128_1x4_MulABScaleExpertWeight_v1_Nswizzle0_Quant1_MulRoutedWeight0_F8_F8_B16,ck,61.4266,204.9093888888889,11.801661787348953,17.36275726089236
314,128,4096,384,128,8,ActivationType.Gelu,QuantType.per_Token,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,1-stage,32,_ZN5aiter45fmoe_bf16_pertokenFp8_g1u1_vs_gelu_1tg_32x384E,asm,172.2478,0.0,,,0.0,172.2478,11.801661787348953,14.59521575043311
315,128,4096,384,128,8,ActivationType.Gelu,QuantType.per_Token,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,1-stage,32,_ZN5aiter50fmoe_bf16_pertokenFp8_g1u1_vs_tkw1_gelu_1tg_32x384E,asm,174.0861,0.0,,,0.0,174.0861,11.801661787348953,14.750981949560302
316,128,4096,384,128,8,ActivationType.Silu,QuantType.per_Tensor,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,2-stage,32,_ZN5aiter48fmoe_stage1_bf16_pertokenFp8_g1u1_32x128_3tg_pf2E,asm,109.3326,32.547777777777824,moe_ck2stages_gemm2_256x32x64x128_1x4_MulABScaleExpertWeight_v1_Nswizzle0_Quant1_MulRoutedWeight1_F8_F8_B16,ck,61.4247,203.30507777777785,11.801661787348953,17.226817836426658
317,128,4096,384,128,8,ActivationType.Silu,QuantType.per_Tensor,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,2-stage,32,_ZN5aiter57fmoe_stage1_bf16_pertokenFp8_doweight_g1u1_32x128_3tg_pf2E,asm,109.9785,33.16188888888891,moe_ck2stages_gemm2_256x32x64x128_1x4_MulABScaleExpertWeight_v1_Nswizzle0_Quant1_MulRoutedWeight0_F8_F8_B16,ck,61.2204,204.3607888888889,11.801661787348953,17.316272281922014
318,128,4096,384,128,8,ActivationType.Silu,QuantType.per_Token,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,1-stage,32,_ZN5aiter45fmoe_bf16_pertokenFp8_g1u1_vs_silu_1tg_32x384E,asm,172.5192,0.0,,,0.0,172.5192,11.801661787348953,14.618212511812168
319,128,4096,384,128,8,ActivationType.Silu,QuantType.per_Token,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,1-stage,32,_ZN5aiter50fmoe_bf16_pertokenFp8_g1u1_vs_tkw1_silu_1tg_32x384E,asm,171.6722,0.0,,,0.0,171.6722,11.801661787348953,14.54644295806102
320,128,4096,384,128,8,ActivationType.Gelu,QuantType.per_Tensor,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,2-stage,32,_ZN5aiter48fmoe_stage1_bf16_pertokenFp8_g1u1_32x128_3tg_pf2E,asm,109.5663,33.62911111111103,moe_ck2stages_gemm2_256x32x64x128_1x4_MulABScaleExpertWeight_v1_Nswizzle0_Quant1_MulRoutedWeight1_F8_F8_B16,ck,61.3958,204.59121111111105,11.801661787348953,17.33579683925759
321,128,4096,384,128,8,ActivationType.Gelu,QuantType.per_Tensor,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,2-stage,32,_ZN5aiter57fmoe_stage1_bf16_pertokenFp8_doweight_g1u1_32x128_3tg_pf2E,asm,110.1459,33.593666666666685,moe_ck2stages_gemm2_256x32x64x128_1x4_MulABScaleExpertWeight_v1_Nswizzle0_Quant1_MulRoutedWeight0_F8_F8_B16,ck,61.2196,204.9591666666667,11.801661787348953,17.366975122637147
322,128,4096,384,128,8,ActivationType.Gelu,QuantType.per_Token,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,1-stage,32,_ZN5aiter45fmoe_bf16_pertokenFp8_g1u1_vs_gelu_1tg_32x384E,asm,166.5177,0.0,,,0.0,166.5177,11.801661787348953,14.109682432901293
323,128,4096,384,128,8,ActivationType.Gelu,QuantType.per_Token,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,1-stage,32,_ZN5aiter50fmoe_bf16_pertokenFp8_g1u1_vs_tkw1_gelu_1tg_32x384E,asm,170.3712,0.0,,,0.0,170.3712,11.801661787348953,14.436204245628618
324,128,4096,384,128,8,ActivationType.Silu,QuantType.per_1x128,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,2-stage,64,_ZN5aiter59fmoe_stage1_bf16_pertokenFp8_blockscale_g1u1_64x128_2tg_pf2E,asm,115.4338,36.5711111111111,moe_ck2stages_gemm2_256x64x128x128_1x4_MulABScaleExpertWeightA8W8blkscale_v3_Nswizzle0_Quant4_MulRoutedWeight1_F8_F8_B16,ck,132.0358,284.04071111111114,11.801661787348953,24.067857241561924
325,128,4096,384,128,8,ActivationType.Gelu,QuantType.per_1x128,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,2-stage,64,_ZN5aiter59fmoe_stage1_bf16_pertokenFp8_blockscale_g1u1_64x128_2tg_pf2E,asm,114.4323,35.190777777777846,moe_ck2stages_gemm2_256x64x128x128_1x4_MulABScaleExpertWeightA8W8blkscale_v3_Nswizzle0_Quant4_MulRoutedWeight1_F8_F8_B16,ck,132.0973,281.7203777777778,11.801661787348953,23.87124651206104
326,128,4096,384,128,8,ActivationType.Silu,QuantType.per_1x128,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,2-stage,64,moe_ck2stages_gemm1_256x64x128x128_1x4_MulABScaleExpertWeightA8W8blkscale_v3_Nswizzle0_Quant4_MulRoutedWeight1_silu_F8_F8_B16,ck,141.8503,36.41499999999999,moe_ck2stages_gemm2_256x64x128x128_1x4_MulABScaleExpertWeightA8W8blkscale_v3_Nswizzle0_Quant4_MulRoutedWeight0_F8_F8_B16,ck,130.6394,308.9047,11.801661787348953,26.1746782415962
327,128,4096,384,128,8,ActivationType.Gelu,QuantType.per_1x128,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,2-stage,64,moe_ck2stages_gemm1_256x64x128x128_1x4_MulABScaleExpertWeightA8W8blkscale_v3_Nswizzle0_Quant4_MulRoutedWeight1_gelu_F8_F8_B16,ck,134.7679,35.48888888888887,moe_ck2stages_gemm2_256x64x128x128_1x4_MulABScaleExpertWeightA8W8blkscale_v3_Nswizzle0_Quant4_MulRoutedWeight0_F8_F8_B16,ck,131.1396,301.39638888888885,11.801661787348953,25.538470286614825
328,128,4096,384,128,8,ActivationType.Gelu,QuantType.per_1x128,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,2-stage,64,_ZN5aiter59fmoe_stage1_bf16_pertokenFp8_blockscale_g1u1_64x128_2tg_pf2E,asm,115.499,36.44599999999996,moe_ck2stages_gemm2_256x64x128x128_1x4_MulABScaleExpertWeightA8W8blkscale_v3_Nswizzle0_Quant4_MulRoutedWeight1_F8_F8_B16,ck,130.958,282.903,11.801661787348953,23.97145462203162
329,128,4096,384,128,8,ActivationType.Silu,QuantType.per_1x128,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,2-stage,64,moe_ck2stages_gemm1_256x64x128x128_1x4_MulABScaleExpertWeightA8W8blkscale_v3_Nswizzle0_Quant4_MulRoutedWeight1_silu_F8_F8_B16,ck,136.9643,36.18855555555557,moe_ck2stages_gemm2_256x64x128x128_1x4_MulABScaleExpertWeightA8W8blkscale_v3_Nswizzle0_Quant4_MulRoutedWeight0_F8_F8_B16,ck,129.8089,302.9617555555556,11.801661787348953,25.67110979915744
330,128,4096,384,128,8,ActivationType.Gelu,QuantType.per_1x128,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,2-stage,64,moe_ck2stages_gemm1_256x64x128x128_1x4_MulABScaleExpertWeightA8W8blkscale_v3_Nswizzle0_Quant4_MulRoutedWeight1_gelu_F8_F8_B16,ck,134.2172,36.19244444444444,moe_ck2stages_gemm2_256x64x128x128_1x4_MulABScaleExpertWeightA8W8blkscale_v3_Nswizzle0_Quant4_MulRoutedWeight0_F8_F8_B16,ck,129.9484,300.35804444444443,11.801661787348953,25.45048738529516
331,128,7168,256,256,8,ActivationType.Gelu,QuantType.No,torch.bfloat16,torch.bfloat16,torch.bfloat16,1,0,2-stage,32,moe_ck2stages_gemm1_256x32x64x64_1x4_TypeCast_v1_Nswizzle0_Quant0_MulRoutedWeight0_gelu_B16_B16_B16,ck,497.1733,0.0,moe_ck2stages_gemm2_256x32x64x64_1x4_TypeCastExpertWeight_v1_Nswizzle0_Quant0_MulRoutedWeight1_B16_B16_B16,ck,262.7727,759.9459999999999,25.86302985702841,29.383486938730837
332,128,7168,256,256,8,ActivationType.Gelu,QuantType.No,torch.bfloat16,torch.bfloat16,torch.bfloat16,1,1,2-stage,32,moe_ck2stages_gemm1_256x32x64x64_1x4_TypeCastExpertWeight_v1_Nswizzle0_Quant0_MulRoutedWeight1_gelu_B16_B16_B16,ck,497.4489,0.0,moe_ck2stages_gemm2_256x32x64x128_1x4_TypeCast_v1_Nswizzle0_Quant0_MulRoutedWeight0_B16_B16_B16,ck,262.5215,759.9703999999999,25.86302985702841,29.384430370344802
333,128,7168,256,256,8,ActivationType.Gelu,QuantType.per_Tensor,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,2-stage,32,_ZN5aiter48fmoe_stage1_bf16_pertokenFp8_g1u1_32x256_2tg_pf2E,asm,252.4455,31.029999999999973,moe_ck2stages_gemm2_256x32x64x256_1x4_MulABScaleExpertWeight_v1_Nswizzle0_Quant1_MulRoutedWeight1_F8_F8_B16,ck,138.6172,422.0927,13.992358158915199,30.16594452530252
334,128,7168,256,256,8,ActivationType.Gelu,QuantType.per_Tensor,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,2-stage,32,_ZN5aiter57fmoe_stage1_bf16_pertokenFp8_doweight_g1u1_32x256_2tg_pf2E,asm,249.6646,31.140888888888966,moe_ck2stages_gemm2_256x32x64x256_1x4_MulABScaleExpertWeight_v1_Nswizzle0_Quant1_MulRoutedWeight0_F8_F8_B16,ck,138.3744,419.17988888888897,13.992358158915199,29.957772959221277
335,128,7168,256,256,8,ActivationType.Gelu,QuantType.per_Token,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,1-stage,32,_ZN5aiter45fmoe_bf16_pertokenFp8_g1u1_vs_gelu_1tg_32x256E,asm,393.4932,0.0,,,0.0,393.4932,13.992358158915199,28.122007422264755
336,128,7168,256,256,8,ActivationType.Gelu,QuantType.per_Token,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,1-stage,32,_ZN5aiter50fmoe_bf16_pertokenFp8_g1u1_vs_tkw1_gelu_1tg_32x256E,asm,385.7084,0.0,,,0.0,385.7084,13.992358158915199,27.565646592189808
337,128,7168,256,256,8,ActivationType.Silu,QuantType.No,torch.bfloat16,torch.bfloat16,torch.bfloat16,1,0,2-stage,32,moe_ck2stages_gemm1_256x32x64x128_1x4_TypeCast_v1_Nswizzle0_Quant0_MulRoutedWeight0_silu_B16_B16_B16,ck,503.022,0.0,moe_ck2stages_gemm2_256x32x64x128_1x4_TypeCastExpertWeight_v1_Nswizzle0_Quant0_MulRoutedWeight1_B16_B16_B16,ck,266.1773,769.1993,25.86302985702841,29.74126791223443
338,128,7168,256,256,8,ActivationType.Silu,QuantType.No,torch.bfloat16,torch.bfloat16,torch.bfloat16,1,1,2-stage,32,moe_ck2stages_gemm1_256x32x64x128_1x4_TypeCastExpertWeight_v1_Nswizzle0_Quant0_MulRoutedWeight1_silu_B16_B16_B16,ck,502.6616,0.0,moe_ck2stages_gemm2_256x32x64x64_1x4_TypeCast_v1_Nswizzle0_Quant0_MulRoutedWeight0_B16_B16_B16,ck,265.0921,767.7537,25.86302985702841,29.685373455630106
339,128,7168,256,256,8,ActivationType.Silu,QuantType.per_Tensor,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,2-stage,32,_ZN5aiter48fmoe_stage1_bf16_pertokenFp8_g1u1_32x256_2tg_pf2E,asm,252.8589,30.16211111111109,moe_ck2stages_gemm2_256x32x64x128_1x4_MulABScaleExpertWeight_v1_Nswizzle0_Quant1_MulRoutedWeight1_F8_F8_B16,ck,136.1133,419.1343111111111,13.992358158915199,29.954515625663902
340,128,7168,256,256,8,ActivationType.Silu,QuantType.per_Tensor,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,2-stage,32,_ZN5aiter57fmoe_stage1_bf16_pertokenFp8_doweight_g1u1_32x256_2tg_pf2E,asm,253.334,31.03466666666672,moe_ck2stages_gemm2_256x32x64x128_1x4_MulABScaleExpertWeight_v1_Nswizzle0_Quant1_MulRoutedWeight0_F8_F8_B16,ck,138.2114,422.5800666666668,13.992358158915199,30.200775442373946
341,128,7168,256,256,8,ActivationType.Silu,QuantType.per_Token,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,1-stage,32,_ZN5aiter45fmoe_bf16_pertokenFp8_g1u1_vs_silu_1tg_32x256E,asm,384.1249,0.0,,,0.0,384.1249,13.992358158915199,27.45247767655631
342,128,7168,256,256,8,ActivationType.Silu,QuantType.per_Token,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,1-stage,32,_ZN5aiter53fmoe_bf16_pertokenFp8_g1u1_vs_tkw1_silu_1tg_ps_32x256E,asm,395.132,0.0,,,0.0,395.132,13.992358158915199,28.239128495166668
343,128,7168,256,256,8,ActivationType.Silu,QuantType.per_Tensor,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,2-stage,32,_ZN5aiter48fmoe_stage1_bf16_pertokenFp8_g1u1_32x256_2tg_pf2E,asm,252.5973,30.17044444444444,moe_ck2stages_gemm2_256x32x64x128_1x4_MulABScaleExpertWeight_v1_Nswizzle0_Quant1_MulRoutedWeight1_F8_F8_B16,ck,133.8777,416.6454444444444,13.992358158915199,29.77664234380534
344,128,7168,256,256,8,ActivationType.Silu,QuantType.per_Tensor,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,2-stage,32,_ZN5aiter57fmoe_stage1_bf16_pertokenFp8_doweight_g1u1_32x256_2tg_pf3E,asm,249.3016,32.16522222222221,moe_ck2stages_gemm2_256x32x64x256_1x4_MulABScaleExpertWeight_v1_Nswizzle0_Quant1_MulRoutedWeight0_F8_F8_B16,ck,138.7718,420.2386222222223,13.992358158915199,30.033438070227515
345,128,7168,256,256,8,ActivationType.Silu,QuantType.per_Token,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,1-stage,32,_ZN5aiter45fmoe_bf16_pertokenFp8_g1u1_vs_silu_1tg_32x256E,asm,393.4107,0.0,,,0.0,393.4107,13.992358158915199,28.116111346773902
346,128,7168,256,256,8,ActivationType.Silu,QuantType.per_Token,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,1-stage,32,_ZN5aiter50fmoe_bf16_pertokenFp8_g1u1_vs_tkw1_silu_1tg_32x256E,asm,385.7409,0.0,,,0.0,385.7409,13.992358158915199,27.567969288595297
347,128,7168,256,256,8,ActivationType.Gelu,QuantType.per_Tensor,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,2-stage,32,_ZN5aiter48fmoe_stage1_bf16_pertokenFp8_g1u1_32x256_2tg_pf2E,asm,253.3489,30.638555555555627,moe_ck2stages_gemm2_256x32x64x128_1x4_MulABScaleExpertWeight_v1_Nswizzle0_Quant1_MulRoutedWeight1_F8_F8_B16,ck,136.9274,420.9148555555556,13.992358158915199,30.08176683123071
348,128,7168,256,256,8,ActivationType.Gelu,QuantType.per_Tensor,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,2-stage,32,_ZN5aiter57fmoe_stage1_bf16_pertokenFp8_doweight_g1u1_32x256_2tg_pf2E,asm,251.6219,31.822888888888883,moe_ck2stages_gemm2_256x32x64x256_1x4_MulABScaleExpertWeight_v1_Nswizzle0_Quant1_MulRoutedWeight0_F8_F8_B16,ck,138.6992,422.1439888888889,13.992358158915199,30.169610018159865
349,128,7168,256,256,8,ActivationType.Gelu,QuantType.per_Token,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,1-stage,32,_ZN5aiter45fmoe_bf16_pertokenFp8_g1u1_vs_gelu_1tg_32x256E,asm,393.2238,0.0,,,0.0,393.2238,13.992358158915199,28.102754055752808
350,128,7168,256,256,8,ActivationType.Gelu,QuantType.per_Token,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,1-stage,32,_ZN5aiter53fmoe_bf16_pertokenFp8_g1u1_vs_tkw1_gelu_1tg_ps_32x256E,asm,386.8597,0.0,,,0.0,386.8597,13.992358158915199,27.647927219009414
351,128,7168,256,256,8,ActivationType.Gelu,QuantType.per_1x128,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,1-stage,32,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_gelu_1tg_32x256E,asm,388.3251,0.0,,,0.0,388.3251,13.992358158915199,27.752655813243287
352,128,7168,256,256,8,ActivationType.Gelu,QuantType.per_1x128,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,2-stage,16,moe_ck2stages_gemm1_256x16x128x256_1x4_MulABScaleExpertWeightA8W8blkscale_v1_Nswizzle0_Quant4_MulRoutedWeight1_gelu_F8_F8_B16,ck,245.4281,31.88411111111111,moe_ck2stages_gemm2_256x16x128x256_1x4_MulABScaleExpertWeightA8W8blkscale_v1_Nswizzle0_Quant4_MulRoutedWeight0_F8_F8_B16,ck,144.0078,421.3200111111111,13.992358158915199,30.110722319001535
353,128,7168,256,256,8,ActivationType.Silu,QuantType.per_1x128,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,2-stage,16,moe_ck2stages_gemm1_256x16x128x256_1x4_MulABScaleExpertWeightA8W8blkscale_v1_Nswizzle0_Quant4_MulRoutedWeight1_silu_F8_F8_B16,ck,246.8137,33.20588888888891,moe_ck2stages_gemm2_256x16x128x256_1x4_MulABScaleExpertWeightA8W8blkscale_v1_Nswizzle0_Quant4_MulRoutedWeight0_F8_F8_B16,ck,144.8993,424.9188888888889,13.992358158915199,30.367925410639437
354,128,7168,256,256,8,ActivationType.Silu,QuantType.per_1x128,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,1-stage,32,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_32x256E,asm,388.7614,0.0,,,0.0,388.7614,13.992358158915199,27.783837119142177
355,128,7168,256,256,8,ActivationType.Gelu,QuantType.per_1x128,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,1-stage,32,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_gelu_1tg_32x256E,asm,395.6698,0.0,,,0.0,395.6698,13.992358158915199,28.277563760608853
356,128,7168,256,256,8,ActivationType.Silu,QuantType.per_1x128,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,2-stage,16,moe_ck2stages_gemm1_256x16x128x256_1x4_MulABScaleExpertWeightA8W8blkscale_v1_Nswizzle0_Quant4_MulRoutedWeight1_silu_F8_F8_B16,ck,245.793,31.66133333333332,moe_ck2stages_gemm2_256x16x128x256_1x4_MulABScaleExpertWeightA8W8blkscale_v1_Nswizzle0_Quant4_MulRoutedWeight0_F8_F8_B16,ck,147.5752,425.02953333333335,13.992358158915199,30.375832901513228
357,128,7168,256,256,8,ActivationType.Gelu,QuantType.per_1x128,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,2-stage,16,moe_ck2stages_gemm1_256x16x128x256_1x4_MulABScaleExpertWeightA8W8blkscale_v1_Nswizzle0_Quant4_MulRoutedWeight1_gelu_F8_F8_B16,ck,247.9502,33.44588888888881,moe_ck2stages_gemm2_256x16x128x256_1x4_MulABScaleExpertWeightA8W8blkscale_v1_Nswizzle0_Quant4_MulRoutedWeight0_F8_F8_B16,ck,144.9177,426.3137888888888,13.992358158915199,30.46761554036293
358,128,7168,256,257,9,ActivationType.Silu,QuantType.per_Token,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,1-stage,32,_ZN5aiter45fmoe_bf16_pertokenFp8_g1u1_vs_silu_1tg_32x256E,asm,391.1397,0.0,,,0.0,391.1397,15.617750098590918,25.044561318425107
359,128,7168,256,256,8,ActivationType.Silu,QuantType.per_1x128,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,1-stage,32,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_32x256E,asm,396.4676,0.0,,,0.0,396.4676,13.992358158915199,28.33458059729493
360,128,7168,256,257,9,ActivationType.Silu,QuantType.per_1x128,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,1-stage,32,_ZN5aiter47fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_32x256E,asm,396.4844,0.0,,,0.0,396.4844,15.617750098590918,25.38678090615447
361,128,7168,512,256,8,ActivationType.Gelu,QuantType.No,torch.bfloat16,torch.bfloat16,torch.bfloat16,1,0,2-stage,32,moe_ck2stages_gemm1_256x32x64x128_1x4_TypeCast_v1_Nswizzle0_Quant0_MulRoutedWeight0_gelu_B16_B16_B16,ck,968.5591,0.0,moe_ck2stages_gemm2_256x32x64x128_1x4_TypeCastExpertWeight_v1_Nswizzle0_Quant0_MulRoutedWeight1_B16_B16_B16,ck,516.4282,1484.9872999999998,50.73683707254738,29.26842479117593
362,128,7168,512,256,8,ActivationType.Gelu,QuantType.No,torch.bfloat16,torch.bfloat16,torch.bfloat16,1,1,2-stage,32,moe_ck2stages_gemm1_256x32x64x128_1x4_TypeCastExpertWeight_v1_Nswizzle0_Quant0_MulRoutedWeight1_gelu_B16_B16_B16,ck,967.7524,0.0,moe_ck2stages_gemm2_256x32x64x128_1x4_TypeCast_v1_Nswizzle0_Quant0_MulRoutedWeight0_B16_B16_B16,ck,511.8093,1479.5617,50.73683707254738,29.16148868098361
363,128,7168,512,256,8,ActivationType.Gelu,QuantType.per_Tensor,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,2-stage,32,_ZN5aiter47fmoe_stage1_bf16_pertokenFp8_g1u1_32x64_4tg_pf2E,asm,497.8544,35.17855555555551,moe_ck2stages_gemm2_256x32x64x128_1x4_MulABScaleExpertWeight_v1_Nswizzle0_Quant1_MulRoutedWeight1_F8_F8_B16,ck,262.5543,795.5872555555555,26.995493676320965,29.47111340487924
364,128,7168,512,256,8,ActivationType.Gelu,QuantType.per_Tensor,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,2-stage,32,_ZN5aiter53fmoe_stage1_bf16_pertokenFp8_doweight_g1u1_32x512_pf2E,asm,486.9549,34.81388888888889,moe_ck2stages_gemm2_256x32x64x256_1x4_MulABScaleExpertWeight_v1_Nswizzle0_Quant1_MulRoutedWeight0_F8_F8_B16,ck,261.3694,783.1381888888889,26.995493676320965,29.00995989474409
365,128,7168,512,256,8,ActivationType.Gelu,QuantType.per_Token,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,1-stage,32,_ZN5aiter45fmoe_bf16_pertokenFp8_g1u1_vs_gelu_1tg_32x256E,asm,764.8061,0.0,,,0.0,764.8061,26.995493676320965,28.330880300620244
366,128,7168,512,256,8,ActivationType.Gelu,QuantType.per_Token,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,1-stage,32,_ZN5aiter50fmoe_bf16_pertokenFp8_g1u1_vs_tkw1_gelu_1tg_32x256E,asm,765.9266,0.0,,,0.0,765.9266,26.995493676320965,28.372387228162854
367,128,7168,512,256,8,ActivationType.Silu,QuantType.No,torch.bfloat16,torch.bfloat16,torch.bfloat16,1,1,2-stage,32,moe_ck2stages_gemm1_256x32x64x128_1x4_TypeCastExpertWeight_v1_Nswizzle0_Quant0_MulRoutedWeight1_silu_B16_B16_B16,ck,969.3728,0.0,moe_ck2stages_gemm2_256x32x64x128_1x4_TypeCast_v1_Nswizzle0_Quant0_MulRoutedWeight0_B16_B16_B16,ck,506.1244,1475.4972,50.73683707254738,29.081379233203325
368,128,7168,512,256,8,ActivationType.Silu,QuantType.per_Tensor,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,2-stage,32,_ZN5aiter47fmoe_stage1_bf16_pertokenFp8_g1u1_32x64_4tg_pf2E,asm,496.6895,34.83633333333336,moe_ck2stages_gemm2_256x32x64x256_1x4_MulABScaleExpertWeight_v1_Nswizzle0_Quant1_MulRoutedWeight1_F8_F8_B16,ck,262.3452,793.8710333333333,26.995493676320965,29.407539008248456
369,128,7168,512,256,8,ActivationType.Silu,QuantType.per_Tensor,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,1,2-stage,32,_ZN5aiter56fmoe_stage1_bf16_pertokenFp8_doweight_g1u1_32x64_4tg_pf2E,asm,498.6625,34.71622222222226,moe_ck2stages_gemm2_256x32x64x256_1x4_MulABScaleExpertWeight_v1_Nswizzle0_Quant1_MulRoutedWeight0_F8_F8_B16,ck,261.7443,795.1230222222223,26.995493676320965,29.453916707574887
370,128,7168,512,256,8,ActivationType.Silu,QuantType.per_Token,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,1,0,1-stage,32,_ZN5aiter45fmoe_bf16_pertokenFp8_g1u1_vs_silu_1tg_32x512E,asm,766.5461,0.0,,,0.0,766.5461,26.995493676320965,28.395335502694444
